,aid,Authors,Title,Pub_year,Concept_mod,Graphical,Robust,Response
1000,1061,"Mbaiwa, J.E.","Wildlife resource utilisation at Moremi Game Reserve and Khwai community area in the Okavango Delta, Botswana.",2005,0,0,0,None
469,485,"Mbereko, A.; Chimbari, M. J.; Mukamuri, B. B.","An analysis of institutions associated with wetlands use, access and management in communal areas of Zimbabwe: A case study of Zungwi vlei, Zvishavane",2007,0,0,0,None
470,486,"Mbile, P.; Vabi, M.; Meboka, M.; Okon, D.; Arrey-Mbo, J.; Nkongho, F.; Ebong, E.",Linking management and livelihood in environmental conservation: Case of the Korup National Park Cameroon,2005,0,0,0,None
471,487,"McCabe, J. T.",Sustainability and Livelihood Diversification among the Maasai of Northern Tanzania,2003,0,0,0,None
863,926,"McClanahan, T.",Effects of fisheries closures and gear restrictions on fishing income in a kenyan coral reef,2010,0,0,0,None
474,490,"McClanahan, T. R.; Abunge, C. A.; Cinner, J. E.",Heterogeneity in fishers' and managers' preferences towards management restrictions and benefits in Kenya,2012,0,0,0,None
475,491,"McClanahan, T. R.; Cinner, J.; Kamukuru, A. T.; Abunge, C.; Ndagala, J.","Management preferences, perceived benefits and conflicts among resource users and managers in the Mafia Island Marine Park, Tanzania",2008,0,0,0,None
476,492,"McClanahan, T. R.; Maina, J.; Davies, J.",Perceptions of resource users and managers towards fisheries management options in Kenyan coral reefs,2005,0,0,0,None
477,493,"McClanahan, T.; Cinner, J.; Abunge, C.","Identifying management preferences, institutional organizational attributes, and their capacity to improve the management of Pemba, Mozambique fisheries",2013,0,0,0,None
478,494,"McClanahan, T.; Davies, J.; Maina, J.",Factors influencing resource users and managers' perceptions towards marine protected area management in Kenya,2005,0,0,0,None
479,495,"McConney, P.; Baldeo, R.",Lessons in co-management from beach seine and lobster fisheries in Grenada,2007,0,0,0,None
480,496,"McConney, P.; Pena, M.",Capacity for (co)management of marine protected areas in the Caribbean,2012,0,0,0,None
482,498,"McDougall, C.; Jiggins, J.; Pandit, B. H.; Thapa Magar Rana, S. K.; Leeuwis, C.",Does Adaptive Collaborative Forest Governance Affect Poverty? Participatory Action Research in NepalՎs Community Forests,2013,0,0,0,None
864,927,"McElwee, P.  .",Reforesting 'Bare Hills' in Vietnam: Social and environmental consequences of 5 million hectare reforestation program. ,2009,0,0,0,None
484,500,"McElwee, P. D.",Resource use among rural agricultural households near protected areas in Vietnam: The social costs of conservation and implications for enforcement,2010,0,0,0,None
485,501,"McElwee, P. D.",Forest environmental income in Vietnam: Household socioeconomic factors influencing forest use,2008,0,0,0,None
486,502,"McGranahan, D. A.",Identifying ecological sustainability assessment factors for ecotourism and trophy hunting operations on private rangeland in Namibia,2010,0,0,0,None
487,503,"McGregor, J.","Crocodile crimes: People versus wildlife and the politics of postcolonial conservation on Lake Kariba, Zimbabwe",2005,0,0,0,None
489,505,"McLean, J.; Str_de, S.","Conservation, relocation, and the paradigms of park and people management - A case study of Padampur Villages and the Royal Chitwan National Park, Nepal",2003,0,0,0,None
1040,1110,McNally et al.,The effect of a protected area on the tradeoffs between short-run and long-run benefits from mangrove ecosystems,2011,0,0,0,None
490,506,"McNamara, K. E.",Taking stock of community-based climate-change adaptation projects in the Pacific,2013,0,0,0,None
491,507,"McSweeney, K.","Who is ""forest-dependent""? Capturing local variation in forest-product sale, Eastern Honduras",2002,0,0,0,None
492,508,"McSweeney, K.",Forest product sale as natural insurance: The effects of household characteristics and the nature of shock in Eastern Honduras,2004,0,0,0,None
493,509,"Measham, T. G.; Lumbasi, J. A.",Success factors for community-based natural resource management (CBNRM): Lessons from Kenya and Australia,2013,0,0,0,None
495,511,"Meguro, T.; Inoue, M.",Conservation goals betrayed by the uses of wildlife benefits in community-based conservation: The case of Kimana sanctuary in Southern Kenya,2011,0,0,0,None
865,928,"Mehta, J. N.; Heinen, J. T.",Does community-based conservation shape favorable attitudes among locals? An empirical study from Nepal,2001,0,0,0,None
497,513,"Mehta, J. N.; Kellert, S. R.",Local attitudes toward community-based conservation policy and programmes in Nepal: A case study in the Makalu-Barun Conservation Area,1998,0,0,0,None
498,514,"Meijaard, E.; Abram, N. K.; Wells, J. A.; Pellier, A. S.; Ancrenaz, M.; Gaveau, D. L. A.; Runting, R. K.; Mengersen, K.",People's Perceptions about the Importance of Forests on Borneo,2013,0,0,0,None
499,515,"Meliyo, J. L.; Masuki, K. F. G.; Mowo, J. G.","Integrated natural resources management a strategy for food security and poverty alleviation in Kwalei village, Lushoto district, Tanzania",2007,0,0,0,None
500,516,"Mellado, T.; Brochier, T.; Timor, J.; Vitancurt, J.",Use of local knowledge in marine protected area management,2014,0,0,0,None
502,518,"Menezes, A.; Eide, A.; Raakjaer, J.",Moving Out of Poverty: Conditions for Wealth Creation in Small-Scale Fisheries in Mozambique,2011,0,0,0,None
503,519,"Mengist, W.; Urgessa, K.; Haile, K.; Kebebew, Z.","Comparative study of forest under participatory forest management: A case of belete gera forest, southwest ethiopia",2013,0,0,0,None
504,520,"Mengistu, T.; Teketay, D.; Hulten, H.; Yemshaw, Y.",The Role of Communities in Closed Area Management of Ethiopia,2005,0,0,0,None
505,521,"Menton, M. C. S.; Merry, F. D.; Lawrence, A.; Brown, N.",Company-community logging contracts in Amazonian settlements: Impacts on livelihoods and NTFP harvests,2009,0,0,0,None
866,929,"Meshack, C. K., Ahdikari, B., Doggart, N., and Lovett, J.C.","Transaction costs, African, of community-based forest management: empirical evidence from Tanzania. and Journal of Ecology, 44(4): 468-477.",2006,0,0,0,None
506,522,"Mfunda, I. M.; RՌskaft, E.","Wildlife or crop production: The dilemma of conservation and human livelihoods in Serengeti, Tanzania",2011,0,0,0,None
507,523,"Miah, Md D.; Ahmed, F. U.",Conservation of a Tropical Wet Semi-evergreen Forest Ecosystem by an Indigenous Community in the Bandarban Hill District of Bangladesh: The Role of Intervention,2013,0,0,0,None
508,524,"Miao, G.; West, R. A.",Chinese collective forestlands: Contributions and constraints,2004,0,0,0,None
509,525,"Middlebrook, R.; Williamson, J. E.",Social attitudes towards marine resource management in two Fijian villages,2006,0,0,0,None
867,930,"Milgroom, J and Spierenburg, M","Induced volition: Resettlement from the Limpopo National Park, Mozambique",2008,0,0,0,None
510,526,"Mills, A. P.",St. Vincent and the Grenadines,2001,0,0,0,None
511,527,"Milman, A.; Arsano, Y.","Climate adaptation and development: Contradictions for human security in Gambella, Ethiopia",2013,0,0,0,None
512,528,"Minkley, G.","Rainwater harvesting, homestead food farming, social change and communities of interests in the eastern cape, south Africa",2012,0,0,0,None
513,529,"Mishra, C.",Livestock depredation by large carnivores in the Indian trans-Himalaya: Conflict perceptions and conservation prospects,1997,0,0,0,None
868,931,"Misra, D. and Kant, S.","Economic efficiency and shadow prices of social and, in, biological outputs of village-level organizations of joint forest management and Gujarat, India. Journal of Forest Economics, 11(3): 141-160",2005,0,0,0,None
515,531,"Misra, S.; Maikhuri, R. K.; Dhyani, D.; Rao, K. S.","Assessment of traditional rights, local interference and natural resource management in Kedarnath Wildlife Sanctuary",2009,0,0,0,None
516,532,"Misra, S.; Maikhuri, R. K.; Kala, C. P.; Rao, K. S.; Saxena, K. G.","Wild leafy vegetables: A study of their subsistence dietetic support to the inhabitants of Nanda Devi biosphere reserve, India",2008,0,0,0,None
869,932,"Moghari, N.M.",A survey of Queen Elizabeth National Park (QENP) communities' attitudes toward human-lion conflict and lion conversation,2009,0,0,0,None
518,534,"Mohammed, A. J.; Inoue, M.","Drawbacks of decentralized natural resource management: Experience from Chilimo Participatory Forest Management project, Ethiopia",2012,0,0,0,None
520,536,"Mombeshora, S.; le Bel, S.",Parks-people conflicts: the case of Gonarezhou national Park and the Chitsa community in south-east Zimbabwe,2009,0,0,0,None
521,537,"Monar, C.; Saavedra, A. K.; Escudero, L.; Delgado, J. A.; Alwang, J.; Barrera, V.; Botello, R.",Positive impacts in soil and water conservation in an Andean region of South America: Case scenarios from a US Agency for International Development multidisciplinary cooperative project,2013,0,0,0,None
522,538,"Moore, D. S.",Clear waters and muddied histories: environmental history and the politics of community in Zimbabwe's Eastern Highlands,1998,0,0,0,None
523,539,"Morgan-Brown, T.; Jacobson, S. K.; Wald, K.; Child, B.",Quantitative Assessment of a Tanzanian Integrated Conservation and Development Project Involving Butterfly Farming,2010,0,0,0,None
524,540,"Morris, G.; Hieu, P. S.",Factors affecting the sustainable development of community-managed nurseries for promoting rare conifer species in North-West Vietnam,2008,0,0,0,None
871,934,"Morrison, K.M.","Community Perceptions of Forests, Conservation and Livelihoods in La Tigra National Park, Honduras",2013,0,0,0,None
525,541,"Morsello, C.; Ruiz-Mall_n, I.; Diaz, M. D. M.; Reyes-GarcՎa, V.",The effects of processing non-timber forest products and trade partnerships on people's well-being and forest conservation in Amazonian societies,2012,0,0,0,None
527,543,"Moswete, N. N.; Thapa, B.; Child, B.","Attitudes and opinions of local and national public sector stakeholders towards Kgalagadi Transfrontier Park, Botswana",2012,0,0,0,None
528,544,"Motiur, R. M.; Furukawa, Y.; Kawata, I.; Rahman, M. M.; Alam, M.",Role of homestead forests in household economy and factors affecting forest production: a case study in southwest Bangladesh,2006,0,0,0,None
529,545,"Muawanah, U.; Pomeroy, R. S.; Marlessy, C.",Revisiting fish wars: Conflict and collaboration over fisheries in Indonesia,2012,0,0,0,None
872,935,"Mugisha, A.R.",Evaluation of community-based conservation approaches: The management of protected areas in Uganda,2002,0,0,0,None
530,546,"Muhammed, N.; Koike, M.; Sajjaduzzaman, Md; Sophanarith, K.",Reckoning social forestry in Bangladesh: Policy and plan versus implementation,2005,0,0,0,None
531,547,"Muhweezi, A. B.; Sikoyo, G. M.; Chemonges, M.",Introducing a Transboundary Ecosystem Management Approach in the Mount Elgon Region: The need for strengthened institutional collaboration,2007,0,0,0,None
533,549,"Mukherjee, A.; Borad, C. K.","Integrated approach towards conservation of Gir National Park: The last refuge of Asiatic Lions, India",2004,0,0,0,None
534,550,"Mukul, S. A.; Manzoor Rashid, A. Z. M.; Quazi, S. A.; Uddin, M. B.; Fox, J.","Local peoples' responses to co-management regime in protected areas: A case study from Satchari National Park, Bangladesh",2012,0,0,0,None
536,552,"Mulder, M. B.; Schacht, R.; Caro, T.; Schacht, J.; Caro, B.",Knowledge and attitudes of children of the Rupununi: Implications for conservation in Guyana,2009,0,0,0,None
873,936,"Mulley, B. G.; Unruh, J. D.","The role of off-farm employment in tropical forest conservation: Labor, migration, and smallholder attitudes toward land in western Uganda",2004,0,0,0,None
539,555,"Murali, K. S.; Jagannatha Rao, R.; Sudha, P.; Sangeetha, G.; Murthy, I. K.; Ravindranath, N. H.",Evaluation studies of Joint Forest Management in India: Social and institutional implications,2003,0,0,0,None
540,556,"Murombedzi J, Masoka Community","Management of the land and resourcesof the Masoka community of Dandecommunal lands, Zimbabwe",1997,0,0,0,None
541,557,"Murphree, M. W.","The strategic pillars of communal Natural Resource Management: Benefit, empowerment and conservation",2009,0,0,0,None
542,558,"Murugan, K.; Ramachandran, V. S.; Swarupanandan, K.; Remesh, M.","Socio-cultural perspectives to the sacred groves and serpentine worship in Palakkad district, Kerala",2008,0,0,0,None
543,559,"Mustalahti, I.",How to handle the stick: Positive processes and crucial barriers of participatory forest management,2006,0,0,0,None
544,560,"Mustalahti, I.; Tassa, D. T.",Analysis of three crucial elements of REDD+ in participatory forest management,2012,0,0,0,None
875,938,"Musumali, M. M.; Larsen, T. S.; Kaltenborn, B. P.",An impasse in community based natural resource management implementation: The case of Zambia and Botswana,2007,0,0,0,None
876,939,"Mutandwa, E.; Gadzirayi, C. T.",Impact of community-based approaches to wildlife management: Case study of the CAMPFIRE programme in Zimbabwe,2007,0,0,0,None
877,940,"Muteshi, J. K.","COLLABORATIVE ALLIANCES - THE ENVIRONMENT, WOMEN AND THE AFRICA-2000-NETWORK",1995,0,0,0,None
545,561,"Muthiga, N. A.",Evaluating the effectiveness of management of the Malindi-Watamu marine protected area complex in Kenya,2009,0,0,0,None
546,562,"Mutonyi, S.; Fungo, B.",Patterns of agroforestry practices among small-holder farmers in the Lake Victoria Crescent Zone (LVCAEZ) of Uganda,2011,0,0,0,None
547,563,"Muzaffar, S. B.; Islam, M. A.; Kabir, D. S.; Khan, M. H.; Ahmed, F. U.; Chowdhury, G. W.; Aziz, M. A.; Chakma, S.; Jahan, I.",The endangered forests of Bangladesh: Why the process of implementation of the Convention on Biological Diversity is not working,2011,0,0,0,None
878,941,"Mvondo, S. A.","Decentralized forest resources and access of minorities to, Cameroon., environmental justice: an analysis of the case of the Baka in southern and International Journal of Environmental Studies, 63(5): 681-689.",2006,0,0,0,None
879,1115,"Mvondo, S. A.","Forestry income management and poverty reduction: empirical and findings from Kongo, Cameroon. Development in Practice, 16(1): 68-73.",2006,0,0,0,None
548,564,"Nabahungu, N. L.; Visser, S. M.",FARMERSՎ KNOWLEDGE AND PERCEPTION OF AGRICULTURAL WETLAND MANAGEMENT IN RWANDA,2013,0,0,0,None
880,942,"Nagendra, H.; Gokhale, Y.","Management regimes, property rights, and forest biodiversity in Nepal and India",2008,0,0,0,None
